,semestre,district_id,banda_larga,nro_medicoes,medicoes_ipv6,medicoes_ipv4,mediana_download,mediana_upload,mediana_latencia,mediana_perdapacotes,mediana_jitterdown,mediana_jitterup
180,2020_2,85,fixa,3710,3,3432,49.84016418457031,18.424510955810547,19.17200088500977,0.0,0.992000013589859,1.647000014781952
181,2020_2,86,fixa,5177,6,4971,51.95318222045898,19.11760711669922,20.999000549316406,0.0,1.1884999871253967,1.8279999494552608
182,2020_2,87,fixa,12103,2,11908,32.06908416748047,18.3526611328125,18.152999877929688,0.0,1.7245000004768372,2.021000027656555
183,2020_2,88,fixa,3201,5,2858,59.25857067108154,19.62394905090332,16.89299964904785,0.0,1.093999981880188,1.7570000290870669
184,2020_2,89,fixa,9740,3,9289,44.87461280822754,20.012654304504395,19.92300033569336,0.0,1.1169999837875366,1.378499984741211
185,2020_2,90,fixa,14438,13,13723,52.86642265319824,19.52511310577393,18.276999473571777,0.0,0.9820000231266022,1.3912499845027924
186,2020_2,91,fixa,4584,2,4288,50.685221672058105,20.97081470489502,18.840749740600582,0.0,1.0080000162124634,1.6107500195503237
187,2020_2,92,fixa,11164,1025,9724,51.952919006347656,17.67186164855957,21.42675018310547,0.0,1.0274999886751175,1.8264999985694883
188,2020_2,93,fixa,10895,7,10604,49.62051582336426,18.62039995193481,18.673999786376957,0.0,1.1955000162124634,1.637000024318695
189,2020_2,94,fixa,16088,3142,12533,48.403446197509766,17.728007316589355,19.475500106811523,0.0,1.0615000128746033,1.7444999814033508
190,2020_2,95,fixa,5126,1,4926,41.07322311401367,18.45095157623291,17.779000282287598,0.0,1.2580000162124634,1.859499990940094
191,2020_2,96,fixa,9924,1,9698,25.235371589660645,22.90208625793457,13.230249881744385,0.0,1.5170000195503237,1.4259999990463257
192,2021_1,01,fixa,8322,267,7783,62.37967205047608,22.096267700195312,14.682000160217283,0.0,1.1299999952316284,1.7400000095367432
193,2021_1,01,movel,16,2,14,23.593872547149655,38.30399990081787,8.875750064849854,0.0,0.6815000027418137,1.4790000319480896
194,2021_1,02,fixa,6116,1344,4610,87.03369522094727,27.47745037078857,11.99899959564209,0.0,0.7512500137090683,1.4529999494552612
195,2021_1,02,movel,7,7,0,,,13.049000263214111,0.0,0.3780000060796737,1.1309999525547028
196,2021_1,03,fixa,539,58,404,35.74021339416504,42.492587089538574,10.494499683380129,0.0,1.5820000171661377,1.140999972820282
197,2021_1,03,movel,12,0,12,39.585097312927246,48.95183944702149,6.718500137329102,1.0,1.7759999632835388,0.679500013589859
198,2021_1,04,fixa,7672,156,7283,49.279985427856445,20.570146560668945,14.065999984741213,0.0,1.098499994724989,1.7247499972581863
199,2021_1,04,movel,3,0,3,93.78390979766846,83.60639667510986,9.476249933242798,0.0,0.3294999971985817,0.8682499974966049
